...1,2010 CS Code,2010 County Set Name,2010 County Set Description,FIPS State Code,FIPS County Code,2010 County Population,2010 Total CS Population
,"","","","","",,
916,37CS032,Guilford,Guilford,37,081,488406,488406
,"","","","","",,
917,37CS033,Halifax+Northampton,Halifax,37,083,54691,76790
,"","",Northampton,37,131,22099,
,"","","","","",,
918,37CS034,Harnett,Harnett,37,085,114678,114678
,"","","","","",,
919,37CS035,Haywood,Haywood,37,087,59036,59036
,"","","","","",,
920,37CS036,Henderson,Henderson,37,089,106740,106740
,"","","","","",,
921,37CS037,Hoke+Scotland,Hoke,37,093,46952,83109
,"","",Scotland,37,165,36157,
,"","","","","",,
922,37CS038,Iredell,Iredell,37,097,159437,159437
,"","","","","",,
923,37CS039,Jackson+Macon+Transylvania,Jackson,37,099,40271,107283
,"","",Macon,37,113,33922,
,"","",Transylvania,37,175,33090,
,"","","","","",,
924,37CS040,Johnston,Johnston,37,101,168878,168878
,"","","","","",,
925,37CS041,Lee,Lee,37,105,57866,57866
,"","","","","",,
926,37CS042,Lincoln,Lincoln,37,109,78265,78265
,"","","","","",,
927,37CS043,McDowell+Mitchell+Yancey,McDowell,37,111,44996,78393
,"","",Mitchell,37,121,15579,
,"","",Yancey,37,199,17818,
,"","","","","",,
,"","","","","",,
928,37CS044,Mecklenburg,Mecklenburg,37,119,919628,919628
,"","","","","",,
929,37CS045,Montgomery+Moore,Montgomery,37,123,27798,116045
,"","",Moore,37,125,88247,
,"","","","","",,
930,37CS046,Nash,Nash,37,127,95840,95840
,"","","","","",,
931,37CS047,New Hanover,New Hanover,37,129,202667,202667
,"","","","","",,
932,37CS048,Onslow,Onslow,37,133,177772,177772
,"","","","","",,
933,37CS049,Orange,Orange,37,135,133801,133801
,"","","","","",,
934,37CS050,Pender,Pender,37,141,52217,52217
,"","","","","",,
935,37CS051,Pitt,Pitt,37,147,168148,168148
,"","","","","",,
936,37CS052,Polk+Rutherford,Polk,37,149,20510,88320
,"","",Rutherford,37,161,67810,
,"","","","","",,
937,37CS053,Randolph,Randolph,37,151,141752,141752
,"","","","","",,
938,37CS054,Robeson,Robeson,37,155,134168,134168
,"","","","","",,
939,37CS055,Rockingham,Rockingham,37,157,93643,93643
,"","","","","",,
940,37CS056,Rowan,Rowan,37,159,138428,138428
,"","","","","",,
941,37CS057,Sampson,Sampson,37,163,63431,63431
,"","","","","",,
942,37CS058,Stanly,Stanly,37,167,60585,60585
,"","","","","",,
943,37CS059,Surry,Surry,37,171,73673,73673
,"","","","","",,
944,37CS060,Union,Union,37,179,201292,201292
,"","","","","",,
945,37CS061,Wake,Wake,37,183,900993,900993
,"","","","","",,
946,37CS062,Wayne,Wayne,37,191,122623,122623
,"","","","","",,
947,37CS063,Wilkes,Wilkes,37,193,69340,69340
,"","","","","",,
948,37CS064,Wilson,Wilson,37,195,81234,81234
,"","","","","",,
,"","",North Dakota,"","",,471807
,"","","","","",,
949,38CS001,Benson and Nearby Counties,Benson,38,005,6660,51006
,"","",Eddy,38,027,2385,
,"","",Foster,38,031,3343,
,"","",Griggs,38,039,2420,
,"","",Pierce,38,069,4357,
,"","",Ramsey,38,071,11451,
,"","",Rolette,38,079,13937,
,"","",Towner,38,095,2246,
,"","",Wells,38,103,4207,
,"","","","","",,
950,38CS002,Cass,Cass,38,017,149778,149778
,"","","","","",,
951,38CS003,LaMoure and Nearby Counties,Barnes,38,003,11066,67201
,"","",Dickey,38,021,5289,
,"","",LaMoure,38,045,4139,
,"","",Ransom,38,073,5457,
,"","",Richland,38,077,16321,
,"","",Sargent,38,081,3829,
,"","",Stutsman,38,093,21100,
,"","","","","",,
952,38CS004,McHenry and Nearby Counties,Bottineau,38,009,6429,86252
,"","",McHenry,38,049,5395,
,"","",McLean,38,055,8962,
,"","",Renville,38,075,2470,
,"","",Sheridan,38,083,1321,
,"","",Ward,38,101,61675,
,"","","","","",,
953,38CS005,Northeast North Dakota,Cavalier,38,019,3993,102608
,"","",Grand Forks,38,035,66861,
,"","",Nelson,38,063,3126,
,"","",Pembina,38,067,7413,
,"","",Steele,38,091,1975,
,"","",Traill,38,097,8121,
,"","",Walsh,38,099,11119,
,"","","","","",,
954,38CS006,Northwest North Dakota,Billings,38,007,783,70668
,"","",Burke,38,013,1968,
,"","",Divide,38,023,2071,
,"","",Dunn,38,025,3536,
,"","",Golden Valley,38,033,1680,
,"","",McKenzie,38,053,6360,
,"","",Mountrail,38,061,7673,
,"","",Stark,38,089,24199,
,"","",Williams,38,105,22398,
,"","","","","",,
955,38CS007,South Central North Dakota,Burleigh,38,015,81308,92092
,"","",Emmons,38,029,3550,
,"","",Kidder,38,043,2435,
,"","",Logan,38,047,1990,
,"","",McIntosh,38,051,2809,
,"","","","","",,
956,38CS008,Southwest North Dakota,Adams,38,001,2343,52986
,"","",Bowman,38,011,3151,
,"","",Grant,38,037,2394,
,"","",Hettinger,38,041,2477,
,"","",Mercer,38,057,8424,
,"","",Morton,38,059,27471,
,"","",Oliver,38,065,1846,
,"","",Sioux,38,085,4153,
,"","",Slope,38,087,727,
,"","","","","",,
,"","",Ohio,"","",,11536504
,"","","","","",,
957,39CS001,Adams+Brown,Adams,39,001,28550,73396
,"","",Brown,39,015,44846,
,"","","","","",,
958,39CS002,Allen,Allen,39,003,106331,106331
,"","","","","",,
959,39CS003,Ashland,Ashland,39,005,53139,53139
,"","","","","",,
960,39CS004,Ashtabula,Ashtabula,39,007,101497,101497
,"","","","","",,
961,39CS005,Athens+Hocking,Athens,39,009,64757,94137
,"","",Hocking,39,073,29380,
,"","","","","",,
962,39CS006,Auglaize+Mercer,Auglaize,39,011,45949,86763
,"","",Mercer,39,107,40814,
,"","","","","",,
963,39CS007,Belmont,Belmont,39,013,70400,70400
,"","","","","",,
964,39CS008,Butler,Butler,39,017,368130,368130
,"","","","","",,
965,39CS009,Carroll+Harrison+Tuscarawas,Carroll,39,019,28836,137282
,"","",Harrison,39,067,15864,
,"","",Tuscarawas,39,157,92582,
,"","","","","",,
966,39CS010,Champaign+Logan+Madison+Shelby,Champaign,39,021,40097,178813
,"","",Logan,39,091,45858,
,"","",Madison,39,097,43435,
,"","",Shelby,39,149,49423,
,"","","","","",,
967,39CS011,Clark,Clark,39,023,138333,138333
,"","","","","",,
968,39CS012,Clermont,Clermont,39,025,197363,197363
,"","","","","",,
969,39CS013,Clinton+Fayette+Highland,Clinton,39,027,42040,114659
,"","",Fayette,39,047,29030,
,"","",Highland,39,071,43589,
,"","","","","",,
970,39CS014,Columbiana,Columbiana,39,029,107841,107841
,"","","","","",,
971,39CS015,Coshocton+Holmes,Coshocton,39,031,36901,79267
,"","",Holmes,39,075,42366,
,"","","","","",,
972,39CS016,Crawford+Richland,Crawford,39,033,43784,168259
,"","",Richland,39,139,124475,
,"","","","","",,
973,39CS017,Cuyahoga,Cuyahoga,39,035,1280122,1280122
,"","","","","",,
974,39CS018,Darke+Preble,Darke,39,037,52959,95229
,"","",Preble,39,135,42270,
,"","","","","",,
975,39CS019,Defiance+Williams,Defiance,39,039,39037,76679
,"","",Williams,39,171,37642,
,"","","","","",,
976,39CS020,Delaware,Delaware,39,041,174214,174214
,"","","","","",,
977,39CS021,Erie,Erie,39,043,77079,77079
,"","","","","",,
978,39CS022,Fairfield,Fairfield,39,045,146156,146156
,"","","","","",,
979,39CS023,Franklin,Franklin,39,049,1163414,1163414
,"","","","","",,
980,39CS024,Fulton+Henry,Fulton,39,051,42698,70913
,"","",Henry,39,069,28215,
,"","","","","",,
981,39CS025,Gallia+Meigs,Gallia,39,053,30934,54704
,"","",Meigs,39,105,23770,
,"","","","","",,
982,39CS026,Geauga,Geauga,39,055,93389,93389
,"","","","","",,
983,39CS027,Greene,Greene,39,057,161573,161573
,"","","","","",,
984,39CS028,Guernsey+Monroe+Noble,Guernsey,39,059,40087,69374
,"","",Monroe,39,111,14642,
,"","",Noble,39,121,14645,
,"","","","","",,
985,39CS029,Hamilton,Hamilton,39,061,802374,802374
,"","","","","",,
986,39CS030,Hancock,Hancock,39,063,74782,74782
,"","","","","",,
987,39CS031,Hardin+Wyandot,Hardin,39,065,32058,54673
,"","",Wyandot,39,175,22615,
,"","","","","",,
988,39CS032,Huron,Huron,39,077,59626,59626
,"","","","","",,
989,39CS033,Jackson+Pike+Vinton,Jackson,39,079,33225,75369
,"","",Pike,39,131,28709,
,"","",Vinton,39,163,13435,
,"","","","","",,
990,39CS034,Jefferson,Jefferson,39,081,69709,69709
,"","","","","",,
991,39CS035,Knox+Morrow,Knox,39,083,60921,95748
,"","",Morrow,39,117,34827,
,"","","","","",,
992,39CS036,Lake,Lake,39,085,230041,230041
,"","","","","",,
993,39CS037,Lawrence,Lawrence,39,087,62450,62450
,"","","","","",,
994,39CS038,Licking,Licking,39,089,166492,166492
,"","","","","",,
995,39CS039,Lorain,Lorain,39,093,301356,301356
,"","","","","",,
996,39CS040,Lucas+Ottawa,Lucas,39,095,441815,483243
,"","",Ottawa,39,123,41428,
,"","","","","",,
997,39CS041,Mahoning,Mahoning,39,099,238823,238823
,"","","","","",,
998,39CS042,Marion,Marion,39,101,66501,66501
,"","","","","",,
999,39CS043,Medina,Medina,39,103,172332,172332
,"","","","","",,
1000,39CS044,Miami,Miami,39,109,102506,102506
,"","","","","",,
1001,39CS045,Montgomery,Montgomery,39,113,535153,535153
,"","","","","",,
1002,39CS046,Morgan+Perry,Morgan,39,115,15054,51112
,"","",Perry,39,127,36058,
,"","","","","",,
1003,39CS047,Muskingum,Muskingum,39,119,86074,86074
,"","","","","",,
1004,39CS048,Paulding+Putnam+Van Wert,Paulding,39,125,19614,82857
,"","",Putnam,39,137,34499,
,"","",Van Wert,39,161,28744,
,"","","","","",,
1005,39CS049,Pickaway,Pickaway,39,129,55698,55698
,"","","","","",,
1006,39CS050,Portage,Portage,39,133,161419,161419
,"","","","","",,
1007,39CS051,Ross,Ross,39,141,78064,78064
,"","","","","",,
1008,39CS052,Sandusky,Sandusky,39,143,60944,60944
,"","","","","",,
1009,39CS053,Scioto,Scioto,39,145,79499,79499
,"","","","","",,
1010,39CS054,Seneca,Seneca,39,147,56745,56745
,"","","","","",,
1011,39CS055,Stark,Stark,39,151,375586,375586
,"","","","","",,
1012,39CS056,Summit,Summit,39,153,541781,541781
,"","","","","",,
1013,39CS057,Trumbull,Trumbull,39,155,210312,210312
,"","","","","",,
1014,39CS058,Union,Union,39,159,52300,52300
,"","","","","",,
1015,39CS059,Warren,Warren,39,165,212693,212693
,"","","","","",,
1016,39CS060,Washington,Washington,39,167,61778,61778
,"","","","","",,
1017,39CS061,Wayne,Wayne,39,169,114520,114520
,"","","","","",,
1018,39CS062,Wood,Wood,39,173,125488,125488
,"","","","","",,
,"","",Oklahoma,"","",,3751351
,"","","","","",,
1019,40CS001,Adair+Cherokee+Sequoyah,Adair,40,001,22683,112061
,"","",Cherokee,40,021,46987,
,"","",Sequoyah,40,135,42391,
,"","","","","",,
1020,40CS002,Atoka+Bryan+Coal,Atoka,40,005,14182,62523
,"","",Bryan,40,013,42416,
,"","",Coal,40,029,5925,
,"","","","","",,
1021,40CS003,Beckham+Custer+Roger Mills+Washita,Beckham,40,009,22119,64864
,"","",Custer,40,039,27469,
,"","",Roger Mills,40,129,3647,
,"","",Washita,40,149,11629,
,"","","","","",,
1022,40CS004,Caddo+Grady,Caddo,40,015,29600,82031
,"","",Grady,40,051,52431,
,"","","","","",,
1023,40CS005,Canadian,Canadian,40,017,115541,115541
,"","","","","",,
1024,40CS006,Carter+Johnston+Love+Marshall,Carter,40,019,47557,83777
,"","",Johnston,40,069,10957,
,"","",Love,40,085,9423,
,"","",Marshall,40,095,15840,
,"","","","","",,
1025,40CS007,Choctaw+McCurtain+Pushmataha,Choctaw,40,023,15205,59928
,"","",McCurtain,40,089,33151,
,"","",Pushmataha,40,127,11572,
,"","","","","",,
1026,40CS008,Cleveland,Cleveland,40,027,255755,255755
,"","","","","",,
1027,40CS009,Comanche,Comanche,40,031,124098,124098
,"","","","","",,
1028,40CS010,Cotton+Jefferson+Stephens,Cotton,40,033,6193,57713
,"","",Jefferson,40,067,6472,
,"","",Stephens,40,137,45048,
,"","","","","",,
1029,40CS011,Craig+Mayes,Craig,40,035,15029,56288
,"","",Mayes,40,097,41259,
,"","","","","",,
1030,40CS012,Creek,Creek,40,037,69967,69967
,"","","","","",,
1031,40CS013,Delaware+Ottawa,Delaware,40,041,41487,73335
,"","",Ottawa,40,115,31848,
,"","","","","",,
1032,40CS014,Garfield,Garfield,40,047,60580,60580
,"","","","","",,
1033,40CS015,Garvin+McClain+Murray,Garvin,40,049,27576,75570
,"","",McClain,40,087,34506,
,"","",Murray,40,099,13488,
,"","","","","",,
1034,40CS016,Grant+Kay,Grant,40,053,4527,51089
,"","",Kay,40,071,46562,
,"","","","","",,
1035,40CS017,Haskell+Latimer+Pittsburg,Haskell,40,061,12769,69760
,"","",Latimer,40,077,11154,
,"","",Pittsburg,40,121,45837,
,"","","","","",,
1036,40CS018,Hughes+Okfuskee+Pontotoc+Seminole,Hughes,40,063,14003,89168
,"","",Okfuskee,40,107,12191,
,"","",Pontotoc,40,123,37492,
,"","",Seminole,40,133,25482,
,"","","","","",,
1037,40CS019,Le Flore,Le Flore,40,079,50384,50384
,"","","","","",,
1038,40CS020,Lincoln+Logan,Lincoln,40,081,34273,76121
,"","",Logan,40,083,41848,
,"","","","","",,
1039,40CS021,McIntosh+Okmulgee,McIntosh,40,091,20252,60321
,"","",Okmulgee,40,111,40069,
,"","","","","",,
1040,40CS022,Major and Nearby Counties,Alfalfa,40,003,5642,53834
,"","",Blaine,40,011,11943,
,"","",Dewey,40,043,4810,
,"","",Kingfisher,40,073,15034,
,"","",Major,40,093,7527,
,"","",Woods,40,151,8878,
,"","","","","",,
1041,40CS023,Muskogee,Muskogee,40,101,70990,70990
,"","","","","",,
1042,40CS024,Noble+Osage+Pawnee,Noble,40,103,11561,75610
,"","",Osage,40,113,47472,
,"","",Pawnee,40,117,16577,
,"","","","","",,
1043,40CS025,Nowata+Washington,Nowata,40,105,10536,61512
,"","",Washington,40,147,50976,
,"","","","","",,
1044,40CS026,Oklahoma (county),Oklahoma (county),40,109,718633,718633
,"","","","","",,
1045,40CS027,Oklahoma Panhandle,Beaver,40,007,5636,56668
,"","",Cimarron,40,025,2475,
,"","",Ellis,40,045,4151,
,"","",Harper,40,059,3685,
,"","",Texas,40,139,20640,
,"","",Woodward,40,153,20081,
,"","","","","",,
1046,40CS028,Payne,Payne,40,119,77350,77350
,"","","","","",,
1047,40CS029,Pottawatomie,Pottawatomie,40,125,69442,69442
,"","","","","",,
1048,40CS030,Rogers,Rogers,40,131,86905,86905
,"","","","","",,
1049,40CS031,Southwest Oklahoma,Greer,40,055,6239,53045
,"","",Harmon,40,057,2922,
,"","",Jackson,40,065,26446,
,"","",Kiowa,40,075,9446,
,"","",Tillman,40,141,7992,
,"","","","","",,
1050,40CS032,Tulsa,Tulsa,40,143,603403,603403
,"","","","","",,
1051,40CS033,Wagoner,Wagoner,40,145,73085,73085
,"","","","","",,
,"","",Oregon,"","",,3831074
,"","","","","",,
1052,41CS001,Baker+Harney+Lake+Malheur,Baker,41,001,16134,62764
,"","",Harney,41,025,7422,
,"","",Lake,41,037,7895,
,"","",Malheur,41,045,31313,
,"","","","","",,
1053,41CS002,Benton,Benton,41,003,85579,85579
,"","","","","",,
1054,41CS003,Clackamas,Clackamas,41,005,375992,375992
,"","","","","",,
1055,41CS004,Clatsop+Lincoln+Tillamook,Clatsop,41,007,37039,108323
,"","",Lincoln,41,041,46034,
,"","",Tillamook,41,057,25250,
,"","","","","",,
1056,41CS005,Columbia+Washington,Columbia,41,009,49351,579061
,"","",Washington,41,067,529710,
,"","","","","",,
1057,41CS006,Coos+Curry,Coos,41,011,63043,85407
,"","",Curry,41,015,22364,
,"","","","","",,
1058,41CS007,Deschutes,Deschutes,41,017,157733,157733
,"","","","","",,
1059,41CS008,Douglas,Douglas,41,019,107667,107667
,"","","","","",,
1060,41CS009,Hood River+Jefferson+Sherman+Wasco,Hood River,41,027,22346,71044
,"","",Jefferson,41,031,21720,
,"","",Sherman,41,055,1765,
,"","",Wasco,41,065,25213,
,"","","","","",,
1061,41CS010,Jackson,Jackson,41,029,203206,203206
,"","","","","",,
1062,41CS011,Josephine,Josephine,41,033,82713,82713
,"","","","","",,
1063,41CS012,Klamath,Klamath,41,035,66380,66380
,"","","","","",,
1064,41CS013,Lane,Lane,41,039,351715,351715
,"","","","","",,
1065,41CS014,Linn,Linn,41,043,116672,116672
,"","","","","",,
1066,41CS015,Marion,Marion,41,047,315335,315335
,"","","","","",,
1067,41CS016,Multnomah,Multnomah,41,051,735334,735334
,"","","","","",,
1068,41CS017,Polk,Polk,41,053,75403,75403
,"","","","","",,
1069,41CS018,Umatilla and Nearby Counties,Crook,41,013,20978,151553
,"","",Gilliam,41,021,1871,
,"","",Grant,41,023,7445,
,"","",Morrow,41,049,11173,
,"","",Umatilla,41,059,75889,
,"","",Union,41,061,25748,
,"","",Wallowa,41,063,7008,
,"","",Wheeler,41,069,1441,
,"","","","","",,
1070,41CS019,Yamhill,Yamhill,41,071,99193,99193
,"","","","","",,
,"","",Pennsylvania,"","",,12702379
,"","","","","",,
1071,42CS001,Adams,Adams,42,001,101407,101407
,"","","","","",,
1072,42CS002,Allegheny,Allegheny,42,003,1223348,1223348
,"","","","","",,
1073,42CS003,Armstrong,Armstrong,42,005,68941,68941
,"","","","","",,
1074,42CS004,Beaver,Beaver,42,007,170539,170539
,"","","","","",,
1075,42CS005,Bedford+Fulton,Bedford,42,009,49762,64607
,"","",Fulton,42,057,14845,
,"","","","","",,
1076,42CS006,Berks,Berks,42,011,411442,411442
,"","","","","",,
1077,42CS007,Blair,Blair,42,013,127089,127089
,"","","","","",,
1078,42CS008,Bradford+Sullivan,Bradford,42,015,62622,69050
,"","",Sullivan,42,113,6428,
,"","","","","",,
1079,42CS009,Bucks,Bucks,42,017,625249,625249
,"","","","","",,
1080,42CS010,Butler,Butler,42,019,183862,183862
,"","","","","",,
1081,42CS011,Cambria,Cambria,42,021,143679,143679
,"","","","","",,
1082,42CS012,Carbon,Carbon,42,025,65249,65249
,"","","","","",,
1083,42CS013,Centre,Centre,42,027,153990,153990
,"","","","","",,
1084,42CS014,Chester,Chester,42,029,498886,498886
,"","","","","",,
1085,42CS015,Clarion+Jefferson,Clarion,42,031,39988,85188
,"","",Jefferson,42,065,45200,
,"","","","","",,
1086,42CS016,Clearfield,Clearfield,42,033,81642,81642
,"","","","","",,
1087,42CS017,Clinton+Potter+Tioga,Clinton,42,035,39238,98676
,"","",Potter,42,105,17457,
,"","",Tioga,42,117,41981,
,"","","","","",,
1088,42CS018,Columbia,Columbia,42,037,67295,67295
,"","","","","",,
1089,42CS019,Crawford,Crawford,42,039,88765,88765
,"","","","","",,
1090,42CS020,Cumberland+Perry,Cumberland,42,041,235406,281375
,"","",Perry,42,099,45969,
,"","","","","",,
1091,42CS021,Dauphin,Dauphin,42,043,268100,268100
,"","","","","",,
1092,42CS022,Delaware,Delaware,42,045,558979,558979
,"","","","","",,
1093,42CS023,Erie,Erie,42,049,280566,280566
,"","","","","",,
1094,42CS024,Fayette+Greene,Fayette,42,051,136606,175292
,"","",Greene,42,059,38686,
,"","","","","",,
1095,42CS025,Franklin,Franklin,42,055,149618,149618
,"","","","","",,
1096,42CS026,Huntingdon+Juniata+Mifflin,Huntingdon,42,061,45913,117231
,"","",Juniata,42,067,24636,
,"","",Mifflin,42,087,46682,
,"","","","","",,
1097,42CS027,Indiana,Indiana,42,063,88880,88880
,"","","","","",,
1098,42CS028,Lackawanna+Wyoming,Lackawanna,42,069,214437,242713
,"","",Wyoming,42,131,28276,
,"","","","","",,
1099,42CS029,Lancaster,Lancaster,42,071,519445,519445
,"","","","","",,
1100,42CS030,Lawrence,Lawrence,42,073,91108,91108
,"","","","","",,
1101,42CS031,Lebanon,Lebanon,42,075,133568,133568
,"","","","","",,
1102,42CS032,Lehigh,Lehigh,42,077,349497,349497
,"","","","","",,
1103,42CS033,Luzerne,Luzerne,42,079,320918,320918
,"","","","","",,
1104,42CS034,Lycoming,Lycoming,42,081,116111,116111
,"","","","","",,
1105,42CS035,McKean and Nearby Counties,Cameron,42,023,5085,130012
,"","",Elk,42,047,31946,
,"","",Forest,42,053,7716,
,"","",McKean,42,083,43450,
,"","",Warren,42,123,41815,
,"","","","","",,
1106,42CS036,Mercer,Mercer,42,085,116638,116638
,"","","","","",,
1107,42CS037,Monroe,Monroe,42,089,169842,169842
,"","","","","",,
1108,42CS038,Montgomery,Montgomery,42,091,799874,799874
,"","","","","",,
1109,42CS039,Montour+Northumberland,Montour,42,093,18267,112795
,"","",Northumberland,42,097,94528,
,"","","","","",,
1110,42CS040,Northampton,Northampton,42,095,297735,297735
,"","","","","",,
1111,42CS041,Philadelphia,Philadelphia,42,101,1526006,1526006
,"","","","","",,
1112,42CS042,Pike,Pike,42,103,57369,57369
,"","","","","",,
1113,42CS043,Schuylkill,Schuylkill,42,107,148289,148289
,"","","","","",,
1114,42CS044,Snyder+Union,Snyder,42,109,39702,84649
,"","",Union,42,119,44947,
,"","","","","",,
1115,42CS045,Somerset,Somerset,42,111,77742,77742
,"","","","","",,
1116,42CS046,Susquehanna+Wayne,Susquehanna,42,115,43356,96178
,"","",Wayne,42,127,52822,
,"","","","","",,
1117,42CS047,Venango,Venango,42,121,54984,54984
,"","","","","",,
1118,42CS048,Washington,Washington,42,125,207820,207820
,"","","","","",,
1119,42CS049,Westmoreland,Westmoreland,42,129,365169,365169
,"","","","","",,
1120,42CS050,York,York,42,133,434972,434972
,"","","","","",,
,"","",Rhode Island,"","",,1052567
,"","","","","",,
1121,44CS001,Bristol+Providence,Bristol,44,001,49875,676542
,"","",Providence,44,007,626667,
,"","","","","",,
1122,44CS002,Kent,Kent,44,003,166158,166158
,"","","","","",,
1123,44CS003,Newport,Newport,44,005,82888,82888
,"","","","","",,
1124,44CS004,Washington,Washington,44,009,126979,126979
,"","","","","",,
,"","",South Carolina,"","",,4332969
,"","","","","",,
1125,45CS001,Abbeville+Edgefield+Greenwood+McCormick,Abbeville,45,001,25417,132296
,"","",Edgefield,45,037,26985,
,"","",Greenwood,45,047,69661,
,"","",McCormick,45,065,10233,
,"","","","","",,
1126,45CS002,Aiken,Aiken,45,003,160099,160099
,"","","","","",,
1127,45CS003,Anderson,Anderson,45,007,187126,187126
,"","","","","",,
1128,45CS004,Beaufort,Beaufort,45,013,162233,162233
,"","","","","",,
1129,45CS005,Berkeley,Berkeley,45,015,177843,177843
,"","","","","",,
1130,45CS006,Calhoun+Richland,Calhoun,45,017,15175,399679
,"","",Richland,45,079,384504,
,"","","","","",,
1131,45CS007,Charleston,Charleston,45,019,350209,350209
,"","","","","",,
1132,45CS008,Cherokee,Cherokee,45,021,55342,55342
,"","","","","",,
1133,45CS009,Chester+Fairfield,Chester,45,023,33140,57096
,"","",Fairfield,45,039,23956,
,"","","","","",,
1134,45CS010,Chesterfield+Marlboro,Chesterfield,45,025,46734,75667
,"","",Marlboro,45,069,28933,
,"","","","","",,
1135,45CS011,Clarendon+Williamsburg,Clarendon,45,027,34971,69394
,"","",Williamsburg,45,089,34423,
,"","","","","",,
1136,45CS012,Darlington,Darlington,45,031,68681,68681
,"","","","","",,
1137,45CS013,Dillon+Marion,Dillon,45,033,32062,65124
,"","",Marion,45,067,33062,
,"","","","","",,
1138,45CS014,Dorchester,Dorchester,45,035,136555,136555
,"","","","","",,
1139,45CS015,Florence,Florence,45,041,136885,136885
,"","","","","",,
1140,45CS016,Georgetown,Georgetown,45,043,60158,60158
,"","","","","",,
1141,45CS017,Greenville,Greenville,45,045,451225,451225
,"","","","","",,
1142,45CS018,Hampton and Nearby Counties,Allendale,45,005,10419,133786
,"","",Bamberg,45,009,15987,
,"","",Barnwell,45,011,22621,
,"","",Colleton,45,029,38892,
,"","",Hampton,45,049,21090,
,"","",Jasper,45,053,24777,
,"","","","","",,
1143,45CS019,Horry,Horry,45,051,269291,269291
,"","","","","",,
1144,45CS020,Kershaw+Lee,Kershaw,45,055,61697,80917
,"","",Lee,45,061,19220,
,"","","","","",,
1145,45CS021,Lancaster,Lancaster,45,057,76652,76652
,"","","","","",,
1146,45CS022,Laurens,Laurens,45,059,66537,66537
,"","","","","",,
1147,45CS023,Lexington,Lexington,45,063,262391,262391
,"","","","","",,
1148,45CS024,Newberry+Saluda,Newberry,45,071,37508,57383
,"","",Saluda,45,081,19875,
,"","","","","",,
1149,45CS025,Oconee,Oconee,45,073,74273,74273
,"","","","","",,
1150,45CS026,Orangeburg,Orangeburg,45,075,92501,92501
,"","","","","",,
1151,45CS027,Pickens,Pickens,45,077,119224,119224
,"","","","","",,
1152,45CS028,Spartanburg+Union,Spartanburg,45,083,284307,313268
,"","",Union,45,087,28961,
,"","","","","",,
1153,45CS029,Sumter,Sumter,45,085,107456,107456
,"","","","","",,
1154,45CS030,York,York,45,091,226073,226073
,"","","","","",,
,"","",South Dakota,"","",,814180
,"","","","","",,
1155,46CS001,Clark and Nearby Counties,Beadle,46,005,17398,70146
,"","",Clark,46,025,3691,
,"","",Codington,46,029,27227,
,"","",Deuel,46,039,4364,
,"","",Hamlin,46,057,5903,
,"","",Kingsbury,46,077,5148,
,"","",Spink,46,115,6415,
,"","","","","",,
1156,46CS002,Clay+Turner+Union+Yankton,Clay,46,027,13864,59048
,"","",Turner,46,125,8347,
,"","",Union,46,127,14399,
,"","",Yankton,46,135,22438,
,"","","","","",,
1157,46CS003,Douglas and Nearby Counties,Aurora,46,003,2710,54013
,"","",Bon Homme,46,009,7070,
,"","",Brule,46,015,5255,
,"","",Charles Mix,46,023,9129,
,"","",Davison,46,035,19504,
,"","",Douglas,46,043,3002,
,"","",Hutchinson,46,067,7343,
,"","","","","",,
1158,46CS004,Lincoln+Minnehaha,Lincoln,46,083,44828,214296
,"","",Minnehaha,46,099,169468,
,"","","","","",,
1159,46CS005,Miner and Nearby Counties,Brookings,46,011,31965,65415
,"","",Hanson,46,061,3331,
,"","",Jerauld,46,073,2071,
,"","",Lake,46,079,11200,
,"","",McCook,46,087,5618,
,"","",Miner,46,097,2389,
,"","",Moody,46,101,6486,
,"","",Sanborn,46,111,2355,
,"","","","","",,
1160,46CS006,North Central South Dakota,Buffalo,46,017,1912,50006
,"","",Campbell,46,021,1466,
,"","",Edmunds,46,045,4071,
,"","",Faulk,46,049,2364,
,"","",Hand,46,059,3431,
,"","",Hughes,46,065,17022,
,"","",Hyde,46,069,1420,
,"","",Lyman,46,085,3755,
,"","",McPherson,46,089,2459,
,"","",Potter,46,107,2329,
,"","",Stanley,46,117,2966,
,"","",Sully,46,119,1373,
,"","",Walworth,46,129,5438,
,"","","","","",,
1161,46CS007,Northeast South Dakota,Brown,46,013,36531,64402
,"","",Day,46,037,5710,
,"","",Grant,46,051,7356,
,"","",Marshall,46,091,4656,
,"","",Roberts,46,109,10149,
,"","","","","",,
1162,46CS008,Northwest South Dakota,Butte,46,019,10110,76030
,"","",Corson,46,031,4050,
,"","",Dewey,46,041,5301,
,"","",Harding,46,063,1255,
,"","",Lawrence,46,081,24097,
,"","",Meade,46,093,25434,
,"","",Perkins,46,105,2982,
,"","",Ziebach,46,137,2801,
,"","","","","",,
1163,46CS009,Pennington,Pennington,46,103,100948,100948
,"","","","","",,
1164,46CS010,Southwest Central South Dakota,Bennett,46,007,3431,59876
,"","",Custer,46,033,8216,
,"","",Fall River,46,047,7094,
,"","",Gregory,46,053,4271,
,"","",Haakon,46,055,1937,
,"","",Jackson,46,071,3031,
,"","",Jones,46,075,1006,
,"","",Mellette,46,095,2048,
,"","",Shannon,46,113,13586,
,"","",Todd,46,121,9612,
,"","",Tripp,46,123,5644,
